id,width,height,hotspot_x,hotspot_y,visible_pixels,visible_colors,aspect_ratio,localization_family
3756,28,8,71,111,149,8,3.500,
3757,42,61,60,54,1373,26,0.689,
3758,40,62,61,54,1370,26,0.645,
3759,40,61,60,55,1377,26,0.656,
3760,42,60,59,57,1376,26,0.700,
3761,41,56,60,63,1326,26,0.732,
3762,39,44,61,75,1097,23,0.886,
3763,30,29,62,90,673,21,1.034,
3764,25,6,64,113,95,10,4.167,
3765,54,106,49,187,3655,11,0.509,
3766,46,106,57,187,3528,6,0.434,
3767,46,106,57,187,3528,5,0.434,
3768,46,106,57,187,3528,4,0.434,
3769,46,106,57,187,3528,2,0.434,
3770,48,108,56,186,3784,2,0.444,
3771,48,106,56,186,3173,2,0.453,
3772,48,95,56,186,2348,2,0.505,
3773,48,95,56,186,1635,2,0.505,
3774,48,82,56,186,1012,2,0.585,
3775,46,53,58,186,456,2,0.868,
3776,45,27,59,186,123,2,1.667,
3777,54,106,49,187,3655,11,0.509,
3778,54,106,58,187,3655,11,0.509,
3779,54,106,58,187,3655,11,0.509,
3780,54,106,58,187,3655,11,0.509,
3781,54,106,58,187,3660,11,0.509,
3782,54,106,58,187,3675,11,0.509,
3783,54,106,58,187,3689,11,0.509,
3784,54,106,58,187,3689,11,0.509,
3785,54,106,58,187,3705,11,0.509,
3786,54,106,58,187,3961,11,0.509,
3787,54,106,58,187,4296,11,0.509,
3788,57,106,58,187,4617,11,0.538,
3789,61,106,58,187,4929,11,0.575,
3790,66,106,58,187,5226,11,0.623,
3791,69,106,58,187,5489,11,0.651,
3792,73,106,58,187,5727,11,0.689,
3793,75,106,58,187,5924,11,0.708,
3794,54,106,58,187,3655,11,0.509,
3795,54,106,58,187,3655,11,0.509,
3796,54,106,58,187,3655,11,0.509,
3797,54,106,58,187,3655,11,0.509,
3798,54,106,58,187,3655,11,0.509,
3799,54,106,58,187,3655,11,0.509,
3800,54,106,58,187,3655,10,0.509,
3801,54,106,58,187,3655,8,0.509,
3802,54,106,58,187,3655,8,0.509,
3803,54,106,58,187,3655,8,0.509,
3804,54,106,58,187,3655,8,0.509,
3805,54,106,58,187,3655,9,0.509,
3806,54,106,58,187,3655,9,0.509,
3807,54,106,58,187,3655,8,0.509,
3808,54,106,58,187,3655,7,0.509,
3809,54,106,58,187,3655,7,0.509,
3810,54,106,49,187,3655,11,0.509,
3811,54,106,49,187,3655,11,0.509,
3812,54,106,49,187,3655,11,0.509,
3813,54,106,49,187,3660,11,0.509,
3814,54,106,49,187,3675,11,0.509,
3815,54,106,49,187,3689,11,0.509,
3816,54,106,49,187,3689,11,0.509,
3817,54,106,49,187,3705,11,0.509,
3818,54,106,49,187,3961,11,0.509,
3819,54,106,49,187,4296,11,0.509,
3820,57,106,46,187,4617,11,0.538,
3821,61,106,42,187,4929,11,0.575,
3822,66,106,37,187,5226,11,0.623,
3823,69,106,34,187,5489,11,0.651,
3824,73,106,30,187,5727,11,0.689,
3825,75,106,28,187,5924,11,0.708,
3826,54,106,49,187,3655,11,0.509,
3827,54,106,49,187,3655,11,0.509,
3828,54,106,49,187,3655,11,0.509,
3829,54,106,49,187,3655,11,0.509,
3830,54,106,49,187,3655,11,0.509,
3831,54,106,49,187,3655,10,0.509,
3832,54,106,49,187,3655,8,0.509,
3833,54,106,49,187,3655,8,0.509,
3834,54,106,49,187,3655,8,0.509,
3835,54,106,49,187,3655,8,0.509,
3836,54,106,49,187,3655,9,0.509,
3837,54,106,49,187,3655,9,0.509,
3838,54,106,49,187,3655,8,0.509,
3839,54,106,49,187,3655,7,0.509,
3840,54,106,49,187,3655,7,0.509,
3841,54,106,58,187,3655,11,0.509,
3842,46,106,58,187,3528,6,0.434,
3843,46,106,58,187,3528,5,0.434,
3844,46,106,58,187,3528,4,0.434,
3845,46,106,58,187,3528,2,0.434,
3846,48,108,57,186,3784,2,0.444,
3847,48,106,57,186,3173,2,0.453,
3848,48,95,57,186,2348,2,0.505,
3849,48,95,57,186,1635,2,0.505,
3850,48,82,57,186,1012,2,0.585,
3851,46,53,57,186,456,2,0.868,
3852,45,27,57,186,123,2,1.667,
3853,24,64,68,46,1017,15,0.375,
3854,24,65,68,46,1012,15,0.369,
3855,24,64,68,46,1017,15,0.375,
3856,24,63,68,47,1024,15,0.381,
3857,24,64,68,53,1017,15,0.375,
3858,24,53,68,66,886,15,0.453,
3859,24,36,68,83,602,13,0.667,
3860,24,20,68,99,361,8,1.200,
3861,24,65,67,45,1058,21,0.369,
3862,24,64,67,45,1062,21,0.375,
3863,24,65,67,45,1058,21,0.369,
3864,24,66,67,46,1050,21,0.364,
3865,24,65,67,51,1058,21,0.369,
3866,24,58,67,61,984,21,0.414,
3867,24,43,67,76,748,21,0.558,
3868,24,22,67,97,395,19,1.091,
3869,24,64,68,46,1017,15,0.375,
3870,24,65,68,46,1012,15,0.369,
3871,24,64,68,46,1017,15,0.375,
3872,24,63,68,47,1024,15,0.381,
3873,24,64,68,53,1017,15,0.375,
3874,24,53,68,66,886,15,0.453,
3875,24,36,68,83,602,13,0.667,
3876,24,20,68,99,361,8,1.200,
3877,24,65,69,45,1058,21,0.369,
3878,24,64,69,45,1062,21,0.375,
3879,24,65,69,45,1058,21,0.369,
3880,24,66,69,46,1050,21,0.364,
3881,24,65,69,51,1058,21,0.369,
3882,24,58,69,61,984,21,0.414,
3883,24,43,69,76,748,21,0.558,
3884,24,22,69,97,395,19,1.091,
3885,46,63,62,15,1118,20,0.730,
3886,46,63,62,14,1118,20,0.730,
3887,46,63,62,13,1118,20,0.730,
3888,46,63,62,14,1118,20,0.730,
3889,46,63,62,15,1118,20,0.730,
3890,46,63,62,16,1118,20,0.730,
3891,46,63,62,17,1118,20,0.730,
3892,46,63,62,16,1118,20,0.730,
3893,38,60,59,21,1008,24,0.633,
3894,38,60,59,20,1008,24,0.633,
3895,38,60,59,19,1008,24,0.633,
3896,38,60,59,20,1008,24,0.633,
3897,38,60,59,21,1008,24,0.633,
3898,38,60,59,22,1008,24,0.633,
3899,38,60,59,23,1008,24,0.633,
3900,38,60,59,22,1008,24,0.633,
3901,46,63,52,15,1118,20,0.730,
3902,46,63,52,14,1118,20,0.730,
3903,46,63,52,13,1118,20,0.730,
3904,46,63,52,14,1118,20,0.730,
3905,46,63,52,15,1118,20,0.730,
3906,46,63,52,16,1118,20,0.730,
3907,46,63,52,17,1118,20,0.730,
3908,46,63,52,16,1118,20,0.730,
3909,38,60,63,21,1008,24,0.633,
3910,38,60,63,20,1008,24,0.633,
3911,38,60,63,19,1008,24,0.633,
3912,38,60,63,20,1008,24,0.633,
3913,38,60,63,21,1008,24,0.633,
3914,38,60,63,22,1008,24,0.633,
3915,38,60,63,23,1008,24,0.633,
3916,38,60,63,22,1008,24,0.633,
3917,27,15,71,71,286,1,1.800,
3918,31,14,72,70,290,1,2.214,
3919,38,18,73,66,352,1,2.111,
3920,40,20,73,64,374,1,2.000,
3921,36,18,73,66,378,1,2.000,
3922,32,16,73,68,365,1,2.000,
3923,31,16,73,68,357,1,1.938,
3924,31,16,73,68,355,1,1.938,
3925,30,16,73,68,353,1,1.875,
3926,30,16,73,68,352,1,1.875,
3927,30,16,73,68,352,1,1.875,
3928,30,16,73,68,350,1,1.875,
3929,30,16,73,68,355,1,1.875,
3930,31,16,73,68,362,1,1.938,
3931,32,16,73,68,365,1,2.000,
3932,32,16,73,68,343,1,2.000,
3933,29,13,72,71,273,1,2.231,
3934,27,15,71,71,286,1,1.800,
3935,24,65,67,50,1072,15,0.369,
3936,29,65,67,50,1083,15,0.446,
3937,28,65,67,50,1108,15,0.431,
3938,29,65,67,50,1106,15,0.446,
3939,24,65,67,50,1064,15,0.369,
3940,24,65,67,50,1044,15,0.369,
3941,24,65,67,50,1048,15,0.369,
3942,24,65,67,50,1045,16,0.369,
3943,28,68,63,47,1047,17,0.412,
3944,32,71,59,44,1052,17,0.451,
3945,36,76,55,39,1056,17,0.474,
3946,38,79,53,36,1080,17,0.481,
3947,39,80,52,35,1080,17,0.487,
3948,39,80,52,35,1080,17,0.487,
3949,40,81,51,34,1068,16,0.494,
3950,24,65,67,50,1054,15,0.369,
3951,29,65,67,50,1085,15,0.446,
3952,24,65,67,50,1074,15,0.369,
3953,32,17,70,69,352,1,1.882,
3954,37,20,65,69,408,1,1.850,
3955,42,22,60,69,435,1,1.909,
3956,41,21,61,69,432,1,1.952,
3957,37,19,65,69,431,1,1.947,
3958,33,18,69,69,417,1,1.833,
3959,33,17,69,69,413,1,1.941,
3960,32,17,70,69,409,1,1.882,
3961,32,17,70,69,407,1,1.882,
3962,32,17,70,69,405,1,1.882,
3963,32,17,70,69,407,1,1.882,
3964,32,17,70,69,407,1,1.882,
3965,32,17,70,69,407,1,1.882,
3966,32,17,70,69,409,1,1.882,
3967,33,18,69,69,417,1,1.833,
3968,36,19,66,69,430,1,1.895,
3969,35,18,67,69,414,1,1.944,
3970,32,17,70,69,352,1,1.882,
3971,24,66,70,50,1078,22,0.364,
3972,27,66,67,50,1110,21,0.409,
3973,25,66,69,50,1120,20,0.379,
3974,26,66,68,50,1115,21,0.394,
3975,24,66,70,50,1072,21,0.364,
3976,24,66,70,50,1068,21,0.364,
3977,24,66,70,50,1068,21,0.364,
3978,24,66,70,50,1069,21,0.364,
3979,28,68,70,48,1071,22,0.412,
3980,31,71,70,45,1076,22,0.437,
3981,34,75,70,41,1080,22,0.453,
3982,36,78,70,38,1104,22,0.462,
3983,37,79,70,37,1104,22,0.468,
3984,37,79,70,37,1104,22,0.468,
3985,38,80,70,36,1092,21,0.475,
3986,24,66,70,50,1072,21,0.364,
3987,27,66,67,50,1111,21,0.409,
3988,24,66,70,50,1078,22,0.364,
3989,32,14,70,71,268,1,2.286,
3990,38,14,64,70,291,1,2.714,
3991,44,18,58,66,343,1,2.444,
3992,43,19,59,65,359,1,2.263,
3993,39,17,63,67,350,1,2.294,
3994,36,15,66,69,349,1,2.400,
3995,35,15,67,69,350,1,2.333,
3996,34,15,68,69,356,1,2.267,
3997,34,15,68,69,352,1,2.267,
3998,33,14,69,70,348,1,2.357,
3999,33,14,69,70,348,1,2.357,
4000,33,15,69,69,350,1,2.200,
4001,34,15,68,69,353,1,2.267,
4002,34,15,68,69,350,1,2.267,
4003,36,15,66,69,349,1,2.400,
4004,38,15,64,69,342,1,2.533,
4005,36,13,66,71,293,1,2.769,
4006,32,14,70,71,268,1,2.286,
4007,24,65,69,50,1072,15,0.369,
4008,29,65,64,50,1083,15,0.446,
4009,28,65,65,50,1108,15,0.431,
4010,29,65,64,50,1106,15,0.446,
4011,24,65,69,50,1064,15,0.369,
4012,24,65,69,50,1044,15,0.369,
4013,24,65,69,50,1048,15,0.369,
4014,24,65,69,50,1045,16,0.369,
4015,28,68,69,47,1047,17,0.412,
4016,32,71,69,44,1052,17,0.451,
4017,36,76,69,39,1056,17,0.474,
4018,38,79,69,36,1080,17,0.481,
4019,39,80,69,35,1080,17,0.487,
4020,39,80,69,35,1080,17,0.487,
4021,40,81,69,34,1068,16,0.494,
4022,24,65,69,50,1054,15,0.369,
4023,29,65,64,50,1085,15,0.446,
4024,24,65,69,50,1074,15,0.369,
4025,29,17,70,69,288,2,1.706,
4026,31,19,73,69,313,2,1.632,
4027,40,21,73,69,362,2,1.905,
4028,42,20,73,69,366,2,2.100,
4029,38,18,73,69,366,2,2.111,
4030,34,17,73,69,361,2,2.000,
4031,33,17,73,69,366,2,1.941,
4032,33,17,73,69,368,2,1.941,
4033,33,17,73,69,359,2,1.941,
4034,32,17,73,69,358,2,1.882,
4035,33,17,73,69,362,2,1.941,
4036,33,17,73,69,363,2,1.941,
4037,33,17,73,69,359,2,1.941,
4038,34,17,73,69,367,2,2.000,
4039,34,17,73,69,361,2,2.000,
4040,35,18,73,69,360,2,1.944,
4041,29,18,73,69,319,2,1.611,
4042,29,17,70,69,288,2,1.706,
4043,24,66,66,50,1078,22,0.364,
4044,27,66,66,50,1110,21,0.409,
4045,25,66,66,50,1120,20,0.379,
4046,26,66,66,50,1115,21,0.394,
4047,24,66,66,50,1072,21,0.364,
4048,24,66,66,50,1068,21,0.364,
4049,24,66,66,50,1068,21,0.364,
4050,24,66,66,50,1069,21,0.364,
4051,28,68,62,48,1071,22,0.412,
4052,31,71,59,45,1076,22,0.437,
4053,34,75,56,41,1080,22,0.453,
4054,36,78,54,38,1104,22,0.462,
4055,37,79,53,37,1104,22,0.468,
4056,37,79,53,37,1104,22,0.468,
4057,38,80,52,36,1092,21,0.475,
4058,24,66,66,50,1072,21,0.364,
4059,27,66,66,50,1111,21,0.409,
4060,24,66,66,50,1078,22,0.364,
4061,27,15,71,71,286,1,1.800,
4062,28,13,73,71,280,1,2.154,
4063,33,16,74,68,317,1,2.063,
4064,27,13,72,71,265,1,2.077,
4065,25,13,74,71,279,1,1.923,
4066,29,13,72,71,289,1,2.231,
4067,28,14,74,70,311,1,2.000,
4068,31,14,72,70,326,1,2.214,
4069,36,15,73,69,394,1,2.400,
4070,43,17,74,67,399,1,2.529,
4071,44,16,74,68,402,1,2.750,
4072,44,17,74,67,395,1,2.588,
4073,45,15,74,69,394,1,3.000,
4074,45,15,74,69,388,1,3.000,
4075,45,15,74,69,385,1,3.000,
4076,46,15,74,69,386,1,3.067,
4077,46,16,74,68,400,1,2.875,
4078,46,19,74,65,421,1,2.421,
4079,46,20,74,64,418,1,2.300,
4080,46,19,74,65,425,1,2.421,
4081,47,17,74,67,407,1,2.765,
4082,47,15,74,69,392,1,3.133,
4083,46,16,74,68,407,1,2.875,
4084,46,18,74,66,416,1,2.556,
4085,46,20,74,64,419,1,2.300,
4086,46,18,74,66,421,1,2.556,
4087,46,16,74,68,406,1,2.875,
4088,46,16,74,68,390,1,2.875,
4089,46,16,74,68,400,1,2.875,
4090,46,18,74,66,419,1,2.556,
4091,46,19,74,65,421,1,2.421,
4092,45,18,74,66,417,1,2.500,
4093,45,16,74,68,401,1,2.813,
4094,45,14,74,70,391,1,3.214,
4095,45,15,74,69,400,1,3.000,
4096,45,18,74,66,418,1,2.500,
4097,44,19,74,65,414,1,2.316,
4098,44,20,74,64,423,1,2.200,
4099,44,20,74,64,423,1,2.200,
4100,43,20,74,64,411,1,2.150,
4101,43,18,74,66,418,1,2.389,
4102,43,17,74,67,398,1,2.529,
4103,44,19,74,65,403,1,2.316,
4104,43,20,74,64,400,1,2.150,
4105,30,13,72,71,301,1,2.308,
4106,27,13,74,71,297,1,2.077,
4107,28,13,72,71,276,1,2.154,
4108,25,13,74,71,271,1,1.923,
4109,26,13,72,71,261,1,2.000,
4110,24,13,74,71,257,1,1.846,
4111,25,13,73,71,256,1,1.923,
4112,26,13,72,71,268,1,2.000,
4113,24,65,67,50,1072,15,0.369,
4114,29,65,67,50,1087,15,0.446,
4115,24,65,67,50,1054,15,0.369,
4116,25,65,67,50,1054,15,0.385,
4117,24,65,67,50,1054,15,0.369,
4118,25,65,67,50,1054,15,0.385,
4119,24,65,67,50,1054,15,0.369,
4120,25,65,67,50,1054,15,0.385,
4121,31,65,67,50,1134,19,0.477,
4122,37,65,67,50,1167,20,0.569,
4123,37,65,67,50,1166,20,0.569,
4124,36,65,67,50,1160,20,0.554,
4125,36,65,67,50,1158,20,0.554,
4126,36,65,67,50,1159,20,0.554,
4127,36,65,67,50,1165,21,0.554,
4128,36,65,67,50,1168,21,0.554,
4129,51,72,52,43,1189,21,0.708,
4130,58,77,45,38,1195,21,0.753,
4131,67,76,36,39,1192,20,0.882,
4132,76,78,27,37,1218,21,0.974,
4133,84,84,22,31,1220,21,1.000,
4134,47,82,67,33,1221,21,0.573,
4135,58,79,64,36,1228,21,0.734,
4136,69,84,61,31,1229,21,0.821,
4137,71,91,63,24,1231,20,0.780,
4138,77,99,60,16,1243,21,0.778,
4139,50,105,53,10,1213,21,0.476,
4140,58,110,45,5,1220,21,0.527,
4141,65,114,38,1,1246,21,0.570,
4142,80,73,30,42,1226,21,1.096,
4143,93,74,24,41,1223,20,1.257,
4144,106,70,19,45,1226,21,1.514,
4145,116,72,16,43,1224,21,1.611,
4146,125,78,14,37,1266,21,1.603,
4147,91,78,54,37,1246,21,1.167,
4148,99,84,51,31,1243,21,1.179,
4149,105,90,48,25,1241,20,1.167,
4150,61,93,42,22,1204,21,0.656,
4151,67,93,36,22,1201,21,0.720,
4152,57,86,46,29,1170,21,0.663,
4153,36,65,67,50,1159,20,0.554,
4154,37,65,67,50,1167,20,0.569,
4155,31,65,67,50,1134,19,0.477,
4156,24,65,67,50,1054,15,0.369,
4157,25,65,67,50,1054,15,0.385,
4158,24,65,67,50,1054,15,0.369,
4159,25,65,67,50,1054,15,0.385,
4160,24,65,67,50,1054,15,0.369,
4161,25,65,67,50,1054,15,0.385,
4162,24,65,67,50,1054,15,0.369,
4163,29,65,67,50,1087,15,0.446,
4164,24,65,67,50,1072,15,0.369,
4165,32,17,70,69,355,1,1.882,
4166,34,16,69,70,326,1,2.125,
4167,41,18,61,68,333,1,2.278,
4168,32,16,70,70,306,1,2.000,
4169,32,16,70,70,327,1,2.000,
4170,33,16,69,70,340,1,2.063,
4171,33,16,69,70,348,1,2.063,
4172,34,16,68,70,359,1,2.125,
4173,43,16,60,70,424,1,2.688,
4174,45,16,57,70,439,1,2.813,
4175,45,16,57,70,440,1,2.813,
4176,45,16,57,70,437,1,2.813,
4177,45,16,57,70,428,1,2.813,
4178,45,16,57,70,433,1,2.813,
4179,44,17,58,69,430,1,2.588,
4180,44,17,58,69,440,1,2.588,
4181,44,18,58,69,457,1,2.444,
4182,44,20,58,69,454,1,2.200,
4183,43,21,59,69,458,1,2.048,
4184,43,20,59,69,465,1,2.150,
4185,42,18,60,69,450,1,2.333,
4186,42,18,60,69,444,1,2.333,
4187,42,18,60,69,459,1,2.333,
4188,43,20,60,69,465,1,2.150,
4189,43,21,60,69,466,1,2.048,
4190,42,20,61,69,463,1,2.100,
4191,41,18,61,69,456,1,2.278,
4192,41,18,61,69,441,1,2.278,
4193,41,18,61,69,454,1,2.278,
4194,42,20,61,69,463,1,2.100,
4195,42,21,61,69,465,1,2.000,
4196,41,20,61,69,462,1,2.050,
4197,41,18,61,69,450,1,2.278,
4198,41,18,61,69,443,1,2.278,
4199,42,18,60,69,451,1,2.333,
4200,42,20,60,69,462,1,2.100,
4201,42,21,60,69,463,1,2.000,
4202,43,21,59,69,467,1,2.048,
4203,43,20,59,70,471,1,2.150,
4204,44,20,58,70,462,1,2.200,
4205,44,18,58,70,456,1,2.444,
4206,45,16,57,70,442,1,2.813,
4207,46,16,56,70,414,1,2.875,
4208,44,23,58,63,385,1,1.913,
4209,34,16,68,70,354,1,2.125,
4210,32,16,70,70,343,1,2.000,
4211,32,16,70,70,333,1,2.000,
4212,32,16,70,70,313,1,2.000,
4213,32,16,70,70,300,1,2.000,
4214,32,16,70,70,287,1,2.000,
4215,33,16,70,70,293,1,2.063,
4216,32,17,70,69,331,1,1.882,
4217,24,66,70,50,1078,22,0.364,
4218,24,65,68,50,1061,19,0.369,
4219,25,64,69,50,1059,16,0.391,
4220,25,64,69,50,1064,16,0.391,
4221,25,64,69,50,1059,16,0.391,
4222,25,64,69,50,1064,16,0.391,
4223,25,64,69,50,1059,16,0.391,
4224,25,64,69,50,1064,16,0.391,
4225,32,65,60,50,1156,23,0.492,
4226,36,66,58,50,1215,28,0.545,
4227,36,66,58,50,1214,28,0.545,
4228,35,66,59,50,1209,26,0.530,
4229,35,66,59,50,1205,28,0.530,
4230,35,66,59,50,1203,28,0.530,
4231,35,66,59,50,1202,28,0.530,
4232,35,66,59,50,1183,28,0.530,
4233,42,73,52,43,1208,28,0.575,
4234,49,78,45,38,1225,28,0.628,
4235,58,77,36,39,1235,28,0.753,
4236,73,79,27,37,1248,28,0.924,
4237,84,85,22,31,1239,28,0.988,
4238,55,83,59,33,1236,28,0.663,
4239,63,80,59,36,1247,28,0.787,
4240,71,85,59,31,1259,28,0.835,
4241,75,92,59,24,1274,28,0.815,
4242,78,100,59,16,1273,28,0.780,
4243,41,106,53,10,1234,28,0.387,
4244,49,111,45,5,1235,28,0.441,
4245,65,115,38,1,1265,28,0.565,
4246,80,74,30,42,1256,28,1.081,
4247,93,75,24,41,1266,28,1.240,
4248,106,71,19,45,1256,28,1.493,
4249,116,73,16,43,1243,28,1.589,
4250,125,79,14,37,1281,28,1.582,
4251,91,79,54,37,1265,28,1.152,
4252,99,85,51,31,1273,28,1.165,
4253,105,91,48,25,1284,28,1.154,
4254,52,94,42,22,1234,28,0.553,
4255,58,94,36,22,1220,28,0.617,
4256,48,87,46,29,1207,28,0.552,
4257,35,66,59,50,1203,28,0.530,
4258,36,66,58,50,1215,28,0.545,
4259,32,65,60,50,1156,23,0.492,
4260,25,64,69,50,1059,16,0.391,
4261,25,64,69,50,1064,16,0.391,
4262,25,64,69,50,1059,16,0.391,
4263,25,64,69,50,1064,16,0.391,
4264,25,64,69,50,1059,16,0.391,
4265,25,64,69,50,1064,16,0.391,
4266,25,64,69,50,1059,16,0.391,
4267,24,65,68,50,1061,19,0.369,
4268,24,66,70,50,1078,22,0.364,
4269,32,14,70,71,268,1,2.286,
4270,37,13,65,71,282,1,2.846,
4271,41,16,61,68,316,1,2.563,
4272,32,13,70,71,293,1,2.462,
4273,32,13,70,71,310,1,2.462,
4274,32,14,70,70,328,1,2.286,
4275,33,14,69,70,338,1,2.357,
4276,33,15,69,69,354,1,2.200,
4277,40,15,62,69,388,1,2.667,
4278,46,15,56,69,384,1,3.067,
4279,47,17,55,67,394,1,2.765,
4280,47,15,55,69,390,1,3.133,
4281,47,15,55,69,393,1,3.133,
4282,48,15,54,69,393,1,3.200,
4283,48,15,54,69,389,1,3.200,
4284,48,16,54,68,392,1,3.000,
4285,48,15,54,69,384,1,3.200,
4286,48,17,54,67,405,1,2.824,
4287,48,20,54,64,407,1,2.400,
4288,48,17,54,67,402,1,2.824,
4289,48,16,54,68,400,1,3.000,
4290,48,16,54,68,391,1,3.000,
4291,48,16,54,68,399,1,3.000,
4292,48,17,54,67,402,1,2.824,
4293,48,18,54,66,410,1,2.667,
4294,48,18,54,66,402,1,2.667,
4295,48,15,54,69,394,1,3.200,
4296,48,15,54,69,387,1,3.200,
4297,48,15,54,69,388,1,3.200,
4298,48,17,54,67,397,1,2.824,
4299,48,18,54,66,411,1,2.667,
4300,48,17,54,67,399,1,2.824,
4301,47,15,55,69,393,1,3.133,
4302,47,15,55,69,391,1,3.133,
4303,47,15,55,69,389,1,3.133,
4304,47,17,55,67,395,1,2.765,
4305,47,18,55,66,406,1,2.611,
4306,47,17,55,67,407,1,2.765,
4307,47,15,55,69,390,1,3.133,
4308,47,15,55,69,388,1,3.133,
4309,47,15,55,69,394,1,3.133,
4310,46,15,56,69,382,1,3.067,
4311,47,17,55,67,385,1,2.765,
4312,45,20,57,64,384,1,2.250,
4313,33,14,69,70,335,1,2.357,
4314,32,13,70,71,324,1,2.462,
4315,32,13,70,71,312,1,2.462,
4316,32,13,70,71,299,1,2.462,
4317,32,13,70,71,287,1,2.462,
4318,32,13,70,71,273,1,2.462,
4319,32,13,70,71,272,1,2.462,
4320,32,14,70,71,268,1,2.286,
4321,24,65,69,50,1072,15,0.369,
4322,29,65,64,50,1087,15,0.446,
4323,24,65,69,50,1054,15,0.369,
4324,25,65,68,50,1054,15,0.385,
4325,24,65,69,50,1054,15,0.369,
4326,25,65,68,50,1054,15,0.385,
4327,24,65,69,50,1054,15,0.369,
4328,25,65,68,50,1054,15,0.385,
4329,31,65,62,50,1134,19,0.477,
4330,37,65,56,50,1167,20,0.569,
4331,37,65,56,50,1166,20,0.569,
4332,36,65,57,50,1160,20,0.554,
4333,36,65,57,50,1158,20,0.554,
4334,36,65,57,50,1159,20,0.554,
4335,36,65,57,50,1165,21,0.554,
4336,36,65,57,50,1168,21,0.554,
4337,41,72,52,43,1189,21,0.569,
4338,48,77,45,38,1195,21,0.623,
4339,57,76,36,39,1192,20,0.750,
4340,73,78,27,37,1218,21,0.936,
4341,84,84,22,31,1220,21,1.000,
4342,57,82,57,33,1221,21,0.695,
4343,65,79,57,36,1228,21,0.823,
4344,73,84,57,31,1229,21,0.869,
4345,77,91,57,24,1231,20,0.846,
4346,80,99,57,16,1243,21,0.808,
4347,40,105,53,10,1213,21,0.381,
4348,48,110,45,5,1220,21,0.436,
4349,65,114,38,1,1246,21,0.570,
4350,80,73,30,42,1226,21,1.096,
4351,93,74,24,41,1223,20,1.257,
4352,106,70,19,45,1226,21,1.514,
4353,116,72,16,43,1224,21,1.611,
4354,125,78,14,37,1266,21,1.603,
4355,91,78,54,37,1246,21,1.167,
4356,99,84,51,31,1243,21,1.179,
4357,105,90,48,25,1241,20,1.167,
4358,51,93,42,22,1204,21,0.548,
4359,57,93,36,22,1201,21,0.613,
4360,47,86,46,29,1170,21,0.547,
4361,36,65,57,50,1159,20,0.554,
4362,37,65,56,50,1167,20,0.569,
4363,31,65,62,50,1134,19,0.477,
4364,24,65,69,50,1054,15,0.369,
4365,25,65,68,50,1054,15,0.385,
4366,24,65,69,50,1054,15,0.369,
4367,25,65,68,50,1054,15,0.385,
4368,24,65,69,50,1054,15,0.369,
4369,25,65,68,50,1054,15,0.385,
4370,24,65,69,50,1054,15,0.369,
4371,29,65,64,50,1087,15,0.446,
4372,24,65,69,50,1072,15,0.369,
4373,28,17,70,69,282,1,1.647,
4374,24,16,74,70,285,1,1.500,
4375,35,19,72,67,346,1,1.842,
4376,27,16,72,70,292,1,1.688,
4377,28,16,72,70,304,1,1.750,
4378,30,16,72,70,328,1,1.875,
4379,30,16,72,70,342,1,1.875,
4380,31,17,72,69,360,1,1.824,
4381,39,16,74,70,383,1,2.438,
4382,45,17,73,69,387,1,2.647,
4383,45,17,73,69,392,1,2.647,
4384,46,17,73,69,396,1,2.706,
4385,46,17,73,69,388,1,2.706,
4386,47,17,73,69,399,1,2.765,
4387,47,18,73,69,398,1,2.611,
4388,47,17,73,69,395,1,2.765,
4389,47,17,73,69,402,1,2.765,
4390,47,19,73,69,402,1,2.474,
4391,47,20,73,69,401,1,2.350,
4392,48,19,73,69,404,1,2.526,
4393,48,17,73,69,405,1,2.824,
4394,47,17,73,69,398,1,2.765,
4395,48,17,72,69,404,1,2.824,
4396,48,19,72,69,401,1,2.526,
4397,48,20,72,69,412,1,2.400,
4398,48,19,72,69,411,1,2.526,
4399,47,17,72,69,399,1,2.765,
4400,47,17,72,69,407,1,2.765,
4401,47,18,72,69,408,1,2.611,
4402,47,19,72,69,411,1,2.474,
4403,47,20,71,69,417,1,2.350,
4404,47,19,71,69,415,1,2.474,
4405,45,17,72,69,402,1,2.647,
4406,45,17,72,69,401,1,2.647,
4407,45,17,72,69,403,1,2.647,
4408,45,19,72,69,411,1,2.368,
4409,45,20,72,69,412,1,2.250,
4410,45,18,72,69,405,1,2.500,
4411,45,17,72,69,396,1,2.647,
4412,44,17,73,69,389,1,2.588,
4413,45,17,73,69,386,1,2.647,
4414,45,17,73,69,389,1,2.647,
4415,43,17,74,69,379,1,2.529,
4416,43,24,72,62,414,1,1.792,
4417,30,16,72,70,334,1,1.875,
4418,29,16,72,70,323,1,1.813,
4419,28,16,72,70,305,1,1.750,
4420,27,16,72,70,294,1,1.688,
4421,26,16,72,70,287,1,1.625,
4422,26,16,72,70,277,1,1.625,
4423,24,16,74,70,265,1,1.500,
4424,28,17,70,69,282,1,1.647,
4425,24,66,66,50,1078,22,0.364,
4426,24,65,68,50,1061,19,0.369,
4427,25,64,66,50,1059,16,0.391,
4428,25,64,66,50,1064,16,0.391,
4429,25,64,66,50,1059,16,0.391,
4430,25,64,66,50,1064,16,0.391,
4431,25,64,66,50,1059,16,0.391,
4432,25,64,66,50,1064,16,0.391,
4433,32,65,68,50,1156,23,0.492,
